(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-9135;TUBO DE LIGAÇÃO DE ÁGUA PARA BACIAAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,1466666;16,32;2,39;
Serviço: ED-9135;TUBO DE LIGAÇÃO DE ÁGUA PARA BACIABOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,2933333;21,60;6,33;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50333;TUBO LONGO DN 40MM (1.1/2"), PARA CAIXAAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,2000000;16,32;3,26;
Serviço: ED-50333;TUBO LONGO DN 40MM (1.1/2"), PARA CAIXABOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,4000000;21,60;8,64;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50334;TUBO PARA VÁLVULA DE DESCARGA Nº. 18AJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,9000000;16,32;14,68;
Serviço: ED-50334;TUBO PARA VÁLVULA DE DESCARGA Nº. 18BOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,9000000;21,60;19,44;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48697;VALA DE INFILTRAÇÃO E DRENAGEM 100 XAPILOAMENTO DO FUNDO DE VALAS COM SOQUETE ;ED-51093 ;m2    ;1,0000000;18,06;18,06;
Serviço: ED-48697;VALA DE INFILTRAÇÃO E DRENAGEM 100 XESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE  MENOR OU IGUAL A 1,5M ;ED-51107 ;m3    ;2,0000000;53,41;106,82;
Serviço: ED-48697;VALA DE INFILTRAÇÃO E DRENAGEM 100 XLASTRO DE AREIA ;ED-49814 ;m3    ;1,4100000;114,83;161,91;
Serviço: ED-48697;VALA DE INFILTRAÇÃO E DRENAGEM 100 XLASTRO DE BRITA 2 OU 3 APILOADO MANUALMENTE ;ED-49813 ;m3    ;1,5040000;121,59;182,87;
Serviço: ED-48697;VALA DE INFILTRAÇÃO E DRENAGEM 100 XLASTRO DE SEIXO, INCLUSIVE LANÇAMENTO E  ESPALHAMENTO MANUAL ;ED-14560 ;m3    ;0,6000000;120,68;72,40;
Serviço: ED-48697;VALA DE INFILTRAÇÃO E DRENAGEM 100 XTRANSPORTE DE MATERIAL DE QUALQUER NATUREZA EM CAMINHÃO DMT <= 1 KM (DENTRO DO PERÍMETRO URBANO) ;ED-51127 ;m3    ;2,0000000;3,37;6,74;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48691;VALA DE INFILTRAÇÃO E DRENAGEM 40 X 120APILOAMENTO DO FUNDO DE VALAS COM SOQUETE ;ED-51093 ;m2    ;0,4000000;18,06;7,22;
Serviço: ED-48691;VALA DE INFILTRAÇÃO E DRENAGEM 40 X 120ESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE  MENOR OU IGUAL A 1,5M ;ED-51107 ;m3    ;0,3200000;53,41;17,09;
Serviço: ED-48691;VALA DE INFILTRAÇÃO E DRENAGEM 40 X 120LASTRO DE AREIA ;ED-49814 ;m3    ;0,5700000;114,83;65,45;
Serviço: ED-48691;VALA DE INFILTRAÇÃO E DRENAGEM 40 X 120LASTRO DE BRITA 2 OU 3 APILOADO MANUALMENTE ;ED-49813 ;m3    ;0,1360000;121,59;16,53;
Serviço: ED-48691;VALA DE INFILTRAÇÃO E DRENAGEM 40 X 120LASTRO DE SEIXO, INCLUSIVE LANÇAMENTO E  ESPALHAMENTO MANUAL ;ED-14560 ;m3    ;0,2400000;120,68;28,96;
Serviço: ED-48691;VALA DE INFILTRAÇÃO E DRENAGEM 40 X 120TRANSPORTE DE MATERIAL DE QUALQUER NATUREZA EM CAMINHÃO DMT <= 1 KM (DENTRO DO PERÍMETRO URBANO) ;ED-51127 ;m3    ;0,3200000;3,37;1,07;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48692;VALA DE INFILTRAÇÃO E DRENAGEM 50 X 150APILOAMENTO DO FUNDO DE VALAS COM SOQUETE ;ED-51093 ;m2    ;0,5000000;18,06;9,03;
Serviço: ED-48692;VALA DE INFILTRAÇÃO E DRENAGEM 50 X 150ESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE  MENOR OU IGUAL A 1,5M ;ED-51107 ;m3    ;0,5000000;53,41;26,70;
Serviço: ED-48692;VALA DE INFILTRAÇÃO E DRENAGEM 50 X 150LASTRO DE AREIA ;ED-49814 ;m3    ;0,7100000;114,83;81,52;
Serviço: ED-48692;VALA DE INFILTRAÇÃO E DRENAGEM 50 X 150LASTRO DE BRITA 2 OU 3 APILOADO MANUALMENTE ;ED-49813 ;m3    ;0,2640000;121,59;32,09;
Serviço: ED-48692;VALA DE INFILTRAÇÃO E DRENAGEM 50 X 150LASTRO DE SEIXO, INCLUSIVE LANÇAMENTO E  ESPALHAMENTO MANUAL ;ED-14560 ;m3    ;0,3000000;120,68;36,20;
Serviço: ED-48692;VALA DE INFILTRAÇÃO E DRENAGEM 50 X 150TRANSPORTE DE MATERIAL DE QUALQUER NATUREZA EM CAMINHÃO DMT <= 1 KM (DENTRO DO PERÍMETRO URBANO) ;ED-51127 ;m3    ;0,5000000;3,37;1,68;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48693;VALA DE INFILTRAÇÃO E DRENAGEM 60 X 180APILOAMENTO DO FUNDO DE VALAS COM SOQUETE ;ED-51093 ;m2    ;0,6000000;18,06;10,83;
Serviço: ED-48693;VALA DE INFILTRAÇÃO E DRENAGEM 60 X 180ESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE  MENOR OU IGUAL A 1,5M ;ED-51107 ;m3    ;0,7200000;53,41;38,45;
Serviço: ED-48693;VALA DE INFILTRAÇÃO E DRENAGEM 60 X 180LASTRO DE AREIA ;ED-49814 ;m3    ;0,8500000;114,83;97,60;
Serviço: ED-48693;VALA DE INFILTRAÇÃO E DRENAGEM 60 X 180LASTRO DE BRITA 2 OU 3 APILOADO MANUALMENTE ;ED-49813 ;m3    ;0,4320000;121,59;52,52;
Serviço: ED-48693;VALA DE INFILTRAÇÃO E DRENAGEM 60 X 180LASTRO DE SEIXO, INCLUSIVE LANÇAMENTO E  ESPALHAMENTO MANUAL ;ED-14560 ;m3    ;0,3600000;120,68;43,44;
Serviço: ED-48693;VALA DE INFILTRAÇÃO E DRENAGEM 60 X 180TRANSPORTE DE MATERIAL DE QUALQUER NATUREZA EM CAMINHÃO DMT <= 1 KM (DENTRO DO PERÍMETRO URBANO) ;ED-51127 ;m3    ;0,7200000;3,37;2,42;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48694;VALA DE INFILTRAÇÃO E DRENAGEM 70 X 210APILOAMENTO DO FUNDO DE VALAS COM SOQUETE ;ED-51093 ;m2    ;0,7000000;18,06;12,64;
Serviço: ED-48694;VALA DE INFILTRAÇÃO E DRENAGEM 70 X 210ESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE  MENOR OU IGUAL A 1,5M ;ED-51107 ;m3    ;0,9800000;53,41;52,34;
Serviço: ED-48694;VALA DE INFILTRAÇÃO E DRENAGEM 70 X 210LASTRO DE AREIA ;ED-49814 ;m3    ;0,9900000;114,83;113,68;
Serviço: ED-48694;VALA DE INFILTRAÇÃO E DRENAGEM 70 X 210LASTRO DE BRITA 2 OU 3 APILOADO MANUALMENTE ;ED-49813 ;m3    ;0,6400000;121,59;77,81;
Serviço: ED-48694;VALA DE INFILTRAÇÃO E DRENAGEM 70 X 210LASTRO DE SEIXO, INCLUSIVE LANÇAMENTO E  ESPALHAMENTO MANUAL ;ED-14560 ;m3    ;0,4200000;120,68;50,68;
Serviço: ED-48694;VALA DE INFILTRAÇÃO E DRENAGEM 70 X 210TRANSPORTE DE MATERIAL DE QUALQUER NATUREZA EM CAMINHÃO DMT <= 1 KM (DENTRO DO PERÍMETRO URBANO) ;ED-51127 ;m3    ;0,9800000;3,37;3,30;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48695;VALA DE INFILTRAÇÃO E DRENAGEM 80 X 240APILOAMENTO DO FUNDO DE VALAS COM SOQUETE ;ED-51093 ;m2    ;0,8000000;18,06;14,44;
Serviço: ED-48695;VALA DE INFILTRAÇÃO E DRENAGEM 80 X 240ESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE  MENOR OU IGUAL A 1,5M ;ED-51107 ;m3    ;1,2800000;53,41;68,36;
Serviço: ED-48695;VALA DE INFILTRAÇÃO E DRENAGEM 80 X 240LASTRO DE AREIA ;ED-49814 ;m3    ;1,1300000;114,83;129,75;
Serviço: ED-48695;VALA DE INFILTRAÇÃO E DRENAGEM 80 X 240LASTRO DE BRITA 2 OU 3 APILOADO MANUALMENTE ;ED-49813 ;m3    ;0,8880000;121,59;107,97;
Serviço: ED-48695;VALA DE INFILTRAÇÃO E DRENAGEM 80 X 240LASTRO DE SEIXO, INCLUSIVE LANÇAMENTO E  ESPALHAMENTO MANUAL ;ED-14560 ;m3    ;0,4800000;120,68;57,92;
Serviço: ED-48695;VALA DE INFILTRAÇÃO E DRENAGEM 80 X 240TRANSPORTE DE MATERIAL DE QUALQUER NATUREZA EM CAMINHÃO DMT <= 1 KM (DENTRO DO PERÍMETRO URBANO) ;ED-51127 ;m3    ;1,2800000;3,37;4,31;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48696;VALA DE INFILTRAÇÃO E DRENAGEM 90 X 270APILOAMENTO DO FUNDO DE VALAS COM SOQUETE ;ED-51093 ;m2    ;0,9000000;18,06;16,25;
Serviço: ED-48696;VALA DE INFILTRAÇÃO E DRENAGEM 90 X 270ESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE  MENOR OU IGUAL A 1,5M ;ED-51107 ;m3    ;1,6200000;53,41;86,52;
Serviço: ED-48696;VALA DE INFILTRAÇÃO E DRENAGEM 90 X 270LASTRO DE AREIA ;ED-49814 ;m3    ;1,2700000;114,83;145,83;
Serviço: ED-48696;VALA DE INFILTRAÇÃO E DRENAGEM 90 X 270LASTRO DE BRITA 2 OU 3 APILOADO MANUALMENTE ;ED-49813 ;m3    ;1,1760000;121,59;142,98;
Serviço: ED-48696;VALA DE INFILTRAÇÃO E DRENAGEM 90 X 270LASTRO DE SEIXO, INCLUSIVE LANÇAMENTO E  ESPALHAMENTO MANUAL ;ED-14560 ;m3    ;0,5400000;120,68;65,16;
Serviço: ED-48696;VALA DE INFILTRAÇÃO E DRENAGEM 90 X 270TRANSPORTE DE MATERIAL DE QUALQUER NATUREZA EM CAMINHÃO DMT <= 1 KM (DENTRO DO PERÍMETRO URBANO) ;ED-51127 ;m3    ;1,6200000;3,37;5,45;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50335;VÁLVULA AMERICANA PIA INOX 1 1/2" X 3/4"AJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,6000000;16,32;9,79;
Serviço: ED-50335;VÁLVULA AMERICANA PIA INOX 1 1/2" X 3/4"BOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,6000000;21,60;12,96;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50336;VÁLVULA AMERICANA PIA INOX 4" X 1 1/2"AJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,6000000;16,32;9,79;
Serviço: ED-50336;VÁLVULA AMERICANA PIA INOX 4" X 1 1/2"BOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,6000000;21,60;12,96;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48290;VÁLVULA DE ALÍVIO E SEGURANÇA,AJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;4,0000000;16,32;65,28;
Serviço: ED-48290;VÁLVULA DE ALÍVIO E SEGURANÇA,BOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;4,0000000;21,60;86,40;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48292;VÁLVULA DE ALÍVIO E SEGURANÇA,AJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;4,0000000;16,32;65,28;
Serviço: ED-48292;VÁLVULA DE ALÍVIO E SEGURANÇA,BOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;4,0000000;21,60;86,40;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48291;VÁLVULA DE ALÍVIO E SEGURANÇA,AJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;4,0000000;16,32;65,28;
Serviço: ED-48291;VÁLVULA DE ALÍVIO E SEGURANÇA,BOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;4,0000000;21,60;86,40;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48288;VÁLVULA DE ALÍVIO E SEGURANÇA,AJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;4,0000000;16,32;65,28;
Serviço: ED-48288;VÁLVULA DE ALÍVIO E SEGURANÇA,BOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;4,0000000;21,60;86,40;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48293;VÁLVULA DE ALÍVIO E SEGURANÇA,AJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;4,0000000;16,32;65,28;
Serviço: ED-48293;VÁLVULA DE ALÍVIO E SEGURANÇA,BOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;4,0000000;21,60;86,40;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48294;VÁLVULA DE ALÍVIO E SEGURANÇA,AJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;4,0000000;16,32;65,28;
Serviço: ED-48294;VÁLVULA DE ALÍVIO E SEGURANÇA,BOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;4,0000000;21,60;86,40;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48289;VÁLVULA DE ALÍVIO E SEGURANÇA,AJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;4,0000000;16,32;65,28;
Serviço: ED-48289;VÁLVULA DE ALÍVIO E SEGURANÇA,BOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;4,0000000;21,60;86,40;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-9133;VÁLVULA DE DESCARGA COM REGISTROAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,8148148;16,32;13,29;
Serviço: ED-9133;VÁLVULA DE DESCARGA COM REGISTROBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;1,6296296;21,60;35,19;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50337;VÁLVULA DE DESCARGA COM REGISTROAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,8148148;16,32;13,29;
Serviço: ED-50337;VÁLVULA DE DESCARGA COM REGISTROBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;1,6296296;21,60;35,19;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48276;VÁLVULA DE ESFERA EM LATÃO, DIÂMETROAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,6000000;16,32;9,79;
Serviço: ED-48276;VÁLVULA DE ESFERA EM LATÃO, DIÂMETROBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,6000000;21,60;12,96;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48278;VÁLVULA DE ESFERA EM LATÃO, DIÂMETROAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,7000000;16,32;11,42;
Serviço: ED-48278;VÁLVULA DE ESFERA EM LATÃO, DIÂMETROBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,7000000;21,60;15,12;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48277;VÁLVULA DE ESFERA EM LATÃO, DIÂMETROAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,6000000;16,32;9,79;
Serviço: ED-48277;VÁLVULA DE ESFERA EM LATÃO, DIÂMETROBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,6000000;21,60;12,96;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48274;VÁLVULA DE ESFERA EM LATÃO, DIÂMETROAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,6000000;16,32;9,79;
Serviço: ED-48274;VÁLVULA DE ESFERA EM LATÃO, DIÂMETROBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,6000000;21,60;12,96;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48279;VÁLVULA DE ESFERA EM LATÃO, DIÂMETROAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,7000000;16,32;11,42;
Serviço: ED-48279;VÁLVULA DE ESFERA EM LATÃO, DIÂMETROBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,7000000;21,60;15,12;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48280;VÁLVULA DE ESFERA EM LATÃO, DIÂMETROAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,8000000;16,32;13,05;
Serviço: ED-48280;VÁLVULA DE ESFERA EM LATÃO, DIÂMETROBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,8000000;21,60;17,28;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48275;VÁLVULA DE ESFERA EM LATÃO, DIÂMETROAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,6000000;16,32;9,79;
Serviço: ED-48275;VÁLVULA DE ESFERA EM LATÃO, DIÂMETROBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,6000000;21,60;12,96;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-49841;VÁLVULA DE ESFERA TRIPARTIDA COMAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,6100000;16,32;9,95;
Serviço: ED-49841;VÁLVULA DE ESFERA TRIPARTIDA COMBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,6100000;21,60;13,17;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-49842;VÁLVULA DE ESFERA TRIPARTIDA COMAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,6400000;16,32;10,44;
Serviço: ED-49842;VÁLVULA DE ESFERA TRIPARTIDA COMBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,6400000;21,60;13,82;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50346;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;1,4800000;16,32;24,15;
Serviço: ED-50346;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;1,4800000;21,60;31,96;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50338;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,5400000;16,32;8,81;
Serviço: ED-50338;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,5400000;21,60;11,66;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50339;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,5400000;16,32;8,81;
Serviço: ED-50339;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,5400000;21,60;11,66;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50340;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO DAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,6100000;16,32;9,95;
Serviço: ED-50340;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO DBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,6100000;21,60;13,17;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50341;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,8500000;16,32;13,87;
Serviço: ED-50341;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,8500000;21,60;18,36;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50342;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,8500000;16,32;13,87;
Serviço: ED-50342;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,8500000;21,60;18,36;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50343;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,8500000;16,32;13,87;
Serviço: ED-50343;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,8500000;21,60;18,36;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50344;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;1,1500000;16,32;18,76;
Serviço: ED-50344;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;1,1500000;21,60;24,84;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50345;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;1,1500000;16,32;18,76;
Serviço: ED-50345;VÁLVULA DE RETENÇÃO DE PÉ COM CRIVO, DBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;1,1500000;21,60;24,84;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48283;VÁLVULA DE RETENÇÃO EM LATÃO,AJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,2500000;16,32;4,08;
Serviço: ED-48283;VÁLVULA DE RETENÇÃO EM LATÃO,BOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,2500000;21,60;5,40;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48285;VÁLVULA DE RETENÇÃO EM LATÃO,AJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,7000000;16,32;11,42;
Serviço: ED-48285;VÁLVULA DE RETENÇÃO EM LATÃO,BOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,7000000;21,60;15,12;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-48284;VÁLVULA DE RETENÇÃO EM LATÃO,AJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,6000000;16,32;9,79;
Serviço: ED-48284;VÁLVULA DE RETENÇÃO EM LATÃO,BOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,6000000;21,60;12,96;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
